cnd,test_eye,transient_counts,cdt,mdt,dtstd,key_press_list
6,1,2,7.980787992477417,7.980787992477417,0.0,[7.980787992477417]
9,1,2,8.692832946777344,8.692832946777344,0.0,[8.692832946777344]
12,1,4,5.786399841308594,2.893199920654297,2.079857110977173,"[4.97305703163147, 0.813342809677124]"
6,1,4,11.379843711853027,5.689921855926514,0.7246189117431641,"[4.96530294418335, 6.414540767669678]"
9,1,2,0.9333209991455078,0.9333209991455078,0.0,[0.9333209991455078]
6,1,4,8.858683109283447,4.429341554641724,0.31173157691955566,"[4.741073131561279, 4.117609977722168]"
9,1,4,5.994329929351807,2.9971649646759033,0.640017032623291,"[2.3571479320526123, 3.6371819972991943]"
6,1,6,13.128815174102783,4.376271724700928,1.1612061396113902,"[3.3891820907592773, 3.733225107192993, 6.006407976150513]"
12,1,4,17.322038650512695,8.661019325256348,0.7119705677032471,"[9.372989892959595, 7.949048757553101]"
3,1,2,4.133194446563721,4.133194446563721,0.0,[4.133194446563721]
3,1,2,1.2052829265594482,1.2052829265594482,0.0,[1.2052829265594482]
3,1,4,8.738348007202148,4.369174003601074,1.7880160808563232,"[6.1571900844573975, 2.581157922744751]"
3,1,4,7.722522974014282,3.861261487007141,1.8237806558609009,"[5.685042142868042, 2.0374808311462402]"
12,1,2,2.79709792137146,2.79709792137146,0.0,[2.79709792137146]
3,1,0,0.0,0.0,0.0,[]
9,1,2,15.612798929214478,15.612798929214478,0.0,[15.612798929214478]
12,1,2,18.964729070663452,18.964729070663452,0.0,[18.964729070663452]
6,1,0,0.0,0.0,0.0,[]
3,1,0,0.0,0.0,0.0,[]
9,1,2,0.6610860824584961,0.6610860824584961,0.0,[0.6610860824584961]
12,1,0,0.0,0.0,0.0,[]
9,1,4,10.618675708770752,5.309337854385376,2.2558820247650146,"[7.565219879150391, 3.0534558296203613]"
12,1,0,0.0,0.0,0.0,[]
6,1,0,0.0,0.0,0.0,[]
